20231231|107201|99|-|PEN|31.00|0.00|1|
20231231|104107|38|7000509350|PEN|256.56|0.00|1|
20231231|104108|09|000-0834980|PEN|300.00|0.00|1|
20231231|104121|11|0011-0409-0100008568|USD|370.50|0.00|1|
20231231|104102|02|194-2118646173|USD|0.00|26234.74|1|
20231231|104107|38|7000509350|USD|0.00|13812.04|1|
20231231|104102|02|194-2118646173|PEN|844.60|0.00|1|
20231231|104118|09|000-2926147|PEN|0.00|1770.00|1|
20231231|104109|09|000-4264101|USD|1887.00|0.00|1|
20231231|101122|99|-|PEN|2000.00|0.00|1|
20231231|104101|02|194-2128885087|USD|0.00|200.09|1|
20231231|104110|03|417-3001360120|PEN|2670.00|0.00|1|
20231231|104116|56|8111952|PEN|17645.56|0.00|1|
20231231|101102|99|-|PEN|55481.72|0.00|1|
20231231|104101|02|194-2128885087|PEN|0.00|531667.05|1|
20231231|104105|18|46099737|PEN|97987.73|0.00|1|
20231231|104103|11|0011-0123-0100075619|PEN|94868.54|0.00|1|
20231231|104120|11|0011-0409-0100008541|PEN|865953.51|0.00|1|
20231231|105103|99|-|PEN|4553270.81|0.00|1|
20231231|104109|09|000-4264101|PEN|0.00|34.50|1|
20231231|104122|09|000-3123768|PEN|0.00|1144.60|1|
20231231|104106|38|7000509341|PEN|0.00|8078.67|1|
20231231|101101|99|-|PEN|0.00|19640.85|1|
20231231|101101|99|-|USD|0.00|3758.15|1|
