20231100|4408|M4408|29/11/2023|29/12/2023|01|F001||00007001| |6|20267178331|NEXUS TECHNOLOGY SAC|74000.00|13320.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|87320.00|PEN|1.000|||||||||||||||1|1|116|20231101|20231130|
20231100|2575|M2575|27/11/2023|26/01/2024|01|F001||00009001| |6|20101563279|CABINETS & RACKS SOCIEDAD ANONIMA CERRADA|0.00|0.00|0.00|0.00|0.00|0.00|3000.00|0.00|0.00|0.00|3000.00|PEN|1.000|||||||||||||||1|1|116|20231101|20231130|
20231100|2612|M2612|27/11/2023|26/01/2024|01|004||00006591| |6|20551613217|COMPAÑÍA MAGRA SAC|5260.20|946.84|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|6207.04|PEN|1.000|||||||||||||||1|1|116|20231101|20231130|
20231100|6319|M6319|30/11/2023|30/11/2023|01|F001||0012450| |6|20392784480|ALLENDE & GARCIA SOCIEDAD CIVIL DE RESPONSABILIDAD LIMITADA|0.00|0.00|0.00|0.00|0.00|0.00|8976.67|0.00|0.00|0.00|8976.67|PEN|1.000|||||||DET||||||||1|1|116|20231101|20231130|
20231100|254|M254|17/11/2023|16/01/2024|01|F001||00009890| |6|20144109458|DARYZA S.A.C.|3000.00|540.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|3540.00|PEN|1.000|||||||DET||||||||1|1|116|20231101|20231130|
20231100|7361|M7361|10/11/2023|10/12/2023|01|F003||1350| |6|20600902564|CONCRETEC LOGISTIC S.A.C.|0.00|0.00|0.00|0.00|0.00|0.00|768.40|0.00|0.00|0.00|768.40|USD|3.842|||||||||||||||1|1|116|20231101|20231130|
20231100|7362|M7362|15/11/2023|15/12/2023|01|F003||1351| |6|20600902564|CONCRETEC LOGISTIC S.A.C.|0.00|0.00|0.00|0.00|0.00|0.00|566.55|0.00|0.00|0.00|566.55|USD|3.777|||||||||||||||1|1|116|20231101|20231130|
20231100|2835|M2835|28/11/2023|05/12/2023|01|F053||28111030| |6|20536105523|ADISTEC PERU S.A.C.|1800.00|324.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|2124.00|PEN|1.000|||||||||||||||1|1|116|20231101|20231130|
20231100|2843|M2843|28/11/2023|28/12/2023|01|F001||00009802| |6|20603374101|WINNER WORLD TRADING S.A.C.|1500.00|270.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|1770.00|PEN|1.000|||||||||||||||1|1|116|20231101|20231130|
20231100|5013|M5013|30/11/2023|30/12/2023|02|E001||0000678| |6|10556677091|MARCO PALOMINO|0.00|0.00|0.00|0.00|0.00|0.00|7550.00|0.00|0.00|0.00|7550.00|USD|3.775|||||||||||||||1|0|116|20231101|20231130|
20231100|6821|M6821|30/11/2023||07|NC01||00000120| |6|20144109458|DARYZA S.A.C.|-1000.00|-180.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|-1180.00|PEN|1.000|17/11/2023|01|F001||00009890||||||||||1|0|116|20231101|20231130|
20231100|2838|M2838|28/11/2023|27/01/2024|01|004||00000453| |6|20551613217|COMPAÑÍA MAGRA SAC|5260.20|946.84|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|6207.04|PEN|1.000|||||||||||||||1|1|116|20231101|20231130|
20231100|2841|M2841|28/11/2023|28/12/2023|01|F001||00009890| |6|20603374101|WINNER WORLD TRADING S.A.C.|500.00|90.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|590.00|PEN|1.000|||||||||||||||1|1|116|20231101|20231130|
